epoch,train_loss,train_mae,train_rmse,train_mape,train_time,val_loss,val_mae,val_rmse,val_mape,val_time
21,55.6923355875136,"tensor(55.6923, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(96.3256, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.2791, device='cuda:0', grad_fn=<MeanBackward0>)",22.743358612060547,50.247441640267006,"tensor(50.2474, device='cuda:0')","tensor(88.5057, device='cuda:0')","tensor(0.2250, device='cuda:0')",2.5393495559692383
22,39.782294007796274,"tensor(39.7823, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(71.9720, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.2092, device='cuda:0', grad_fn=<MeanBackward0>)",23.225798845291138,39.43032646179199,"tensor(39.4303, device='cuda:0')","tensor(70.9028, device='cuda:0')","tensor(0.1888, device='cuda:0')",2.4715054035186768
23,33.19271746768227,"tensor(33.1927, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(59.7889, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1895, device='cuda:0', grad_fn=<MeanBackward0>)",22.784093856811523,34.08081029011653,"tensor(34.0808, device='cuda:0')","tensor(60.9734, device='cuda:0')","tensor(0.1766, device='cuda:0')",2.489628791809082
24,29.52930165544341,"tensor(29.5293, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(52.6256, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1769, device='cuda:0', grad_fn=<MeanBackward0>)",22.692508459091187,30.88058981528649,"tensor(30.8806, device='cuda:0')","tensor(54.7304, device='cuda:0')","tensor(0.1694, device='cuda:0')",2.798302412033081
25,27.336205241046375,"tensor(27.3362, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(48.0692, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1696, device='cuda:0', grad_fn=<MeanBackward0>)",22.44070029258728,29.624697776941154,"tensor(29.6247, device='cuda:0')","tensor(51.2354, device='cuda:0')","tensor(0.1740, device='cuda:0')",3.1053061485290527
26,25.76561246944379,"tensor(25.7656, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(44.8726, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1634, device='cuda:0', grad_fn=<MeanBackward0>)",22.32053852081299,27.19419160256019,"tensor(27.1942, device='cuda:0')","tensor(47.4499, device='cuda:0')","tensor(0.1543, device='cuda:0')",2.6016616821289062
27,24.560648652571665,"tensor(24.5606, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(42.4494, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1581, device='cuda:0', grad_fn=<MeanBackward0>)",22.48938250541687,26.026258835425743,"tensor(26.0263, device='cuda:0')","tensor(45.1000, device='cuda:0')","tensor(0.1493, device='cuda:0')",2.3368589878082275
28,23.53828209261351,"tensor(23.5383, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(40.4853, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1534, device='cuda:0', grad_fn=<MeanBackward0>)",22.5216224193573,25.21318606229929,"tensor(25.2132, device='cuda:0')","tensor(43.2885, device='cuda:0')","tensor(0.1466, device='cuda:0')",2.51572847366333
29,22.902761290345012,"tensor(22.9028, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(39.0669, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1513, device='cuda:0', grad_fn=<MeanBackward0>)",22.522099494934082,24.564345378142136,"tensor(24.5643, device='cuda:0')","tensor(41.7841, device='cuda:0')","tensor(0.1550, device='cuda:0')",2.5658018589019775
30,22.248517845250383,"tensor(22.2485, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(37.7784, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1484, device='cuda:0', grad_fn=<MeanBackward0>)",22.133415937423706,23.97071026838743,"tensor(23.9707, device='cuda:0')","tensor(40.4783, device='cuda:0')","tensor(0.1472, device='cuda:0')",3.3514513969421387
31,21.818067273007163,"tensor(21.8181, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(36.8067, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1469, device='cuda:0', grad_fn=<MeanBackward0>)",22.648667335510254,23.207747707000145,"tensor(23.2077, device='cuda:0')","tensor(39.2439, device='cuda:0')","tensor(0.1392, device='cuda:0')",2.6887943744659424
32,21.375289228898062,"tensor(21.3753, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(35.9364, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1446, device='cuda:0', grad_fn=<MeanBackward0>)",22.251566171646118,22.825692937924313,"tensor(22.8257, device='cuda:0')","tensor(38.3456, device='cuda:0')","tensor(0.1392, device='cuda:0')",2.261193037033081
33,20.997887406168104,"tensor(20.9979, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(35.1712, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1433, device='cuda:0', grad_fn=<MeanBackward0>)",22.34562039375305,22.582852106827957,"tensor(22.5829, device='cuda:0')","tensor(37.6300, device='cuda:0')","tensor(0.1426, device='cuda:0')",2.641854763031006
34,20.698241523549527,"tensor(20.6982, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(34.5758, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1419, device='cuda:0', grad_fn=<MeanBackward0>)",22.343858242034912,22.252091847933254,"tensor(22.2521, device='cuda:0')","tensor(37.0912, device='cuda:0')","tensor(0.1342, device='cuda:0')",2.4800503253936768
35,20.448000775107854,"tensor(20.4480, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(34.0519, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1409, device='cuda:0', grad_fn=<MeanBackward0>)",22.51802897453308,21.910942004277157,"tensor(21.9109, device='cuda:0')","tensor(36.3862, device='cuda:0')","tensor(0.1352, device='cuda:0')",2.6032094955444336
36,20.156895939307876,"tensor(20.1569, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(33.5400, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1391, device='cuda:0', grad_fn=<MeanBackward0>)",22.237412214279175,21.600038170814514,"tensor(21.6000, device='cuda:0')","tensor(35.8836, device='cuda:0')","tensor(0.1338, device='cuda:0')",2.5954320430755615
37,19.944887076752096,"tensor(19.9449, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(33.1114, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1387, device='cuda:0', grad_fn=<MeanBackward0>)",22.359697341918945,21.42722583734072,"tensor(21.4272, device='cuda:0')","tensor(35.4656, device='cuda:0')","tensor(0.1360, device='cuda:0')",2.423774480819702
38,19.808126896242552,"tensor(19.8081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(32.8083, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1383, device='cuda:0', grad_fn=<MeanBackward0>)",22.802162885665894,21.29476073155036,"tensor(21.2948, device='cuda:0')","tensor(35.0713, device='cuda:0')","tensor(0.1383, device='cuda:0')",2.6441009044647217
39,19.685780742500402,"tensor(19.6858, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(32.5324, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1378, device='cuda:0', grad_fn=<MeanBackward0>)",22.66739559173584,21.118715671392586,"tensor(21.1187, device='cuda:0')","tensor(34.8012, device='cuda:0')","tensor(0.1300, device='cuda:0')",2.467094659805298
40,19.469665804995767,"tensor(19.4697, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(32.1789, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1367, device='cuda:0', grad_fn=<MeanBackward0>)",22.92101550102234,20.99356571527628,"tensor(20.9936, device='cuda:0')","tensor(34.4696, device='cuda:0')","tensor(0.1339, device='cuda:0')",2.441147565841675
41,19.348877315279804,"tensor(19.3489, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.9454, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1357, device='cuda:0', grad_fn=<MeanBackward0>)",22.667072296142578,20.86901869223668,"tensor(20.8690, device='cuda:0')","tensor(34.1983, device='cuda:0')","tensor(0.1319, device='cuda:0')",2.6578454971313477
42,19.213076881215542,"tensor(19.2131, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.7046, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1355, device='cuda:0', grad_fn=<MeanBackward0>)",22.498964548110962,20.748885228083683,"tensor(20.7489, device='cuda:0')","tensor(33.9895, device='cuda:0')","tensor(0.1306, device='cuda:0')",2.5727434158325195
43,19.12288114089,"tensor(19.1229, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.5197, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1351, device='cuda:0', grad_fn=<MeanBackward0>)",22.473321199417114,20.630070658830498,"tensor(20.6301, device='cuda:0')","tensor(33.8457, device='cuda:0')","tensor(0.1300, device='cuda:0')",2.790832757949829
44,18.98700463017331,"tensor(18.9870, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.3016, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1341, device='cuda:0', grad_fn=<MeanBackward0>)",22.73533582687378,20.857167647435116,"tensor(20.8572, device='cuda:0')","tensor(33.9665, device='cuda:0')","tensor(0.1286, device='cuda:0')",2.5741829872131348
45,18.9009541137309,"tensor(18.9010, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.1260, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1337, device='cuda:0', grad_fn=<MeanBackward0>)",22.799757480621338,20.493203218166645,"tensor(20.4932, device='cuda:0')","tensor(33.4605, device='cuda:0')","tensor(0.1289, device='cuda:0')",2.4305624961853027
46,18.8819913984854,"tensor(18.8820, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(31.0515, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1340, device='cuda:0', grad_fn=<MeanBackward0>)",22.818421602249146,20.440388046778164,"tensor(20.4404, device='cuda:0')","tensor(33.3649, device='cuda:0')","tensor(0.1285, device='cuda:0')",2.4617562294006348
47,18.758606355401533,"tensor(18.7586, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.8578, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1331, device='cuda:0', grad_fn=<MeanBackward0>)",22.929439067840576,20.589249455011807,"tensor(20.5892, device='cuda:0')","tensor(33.3966, device='cuda:0')","tensor(0.1280, device='cuda:0')",2.8414831161499023
48,18.73201034642473,"tensor(18.7320, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.7895, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1328, device='cuda:0', grad_fn=<MeanBackward0>)",23.09591031074524,20.270655613679153,"tensor(20.2707, device='cuda:0')","tensor(33.1154, device='cuda:0')","tensor(0.1303, device='cuda:0')",2.9189116954803467
49,18.611186220676085,"tensor(18.6112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.6196, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1322, device='cuda:0', grad_fn=<MeanBackward0>)",23.2884202003479,20.23008120059967,"tensor(20.2301, device='cuda:0')","tensor(33.0020, device='cuda:0')","tensor(0.1300, device='cuda:0')",2.7915356159210205
50,18.525323517714874,"tensor(18.5253, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.4800, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1317, device='cuda:0', grad_fn=<MeanBackward0>)",22.53505778312683,20.25315468127911,"tensor(20.2532, device='cuda:0')","tensor(32.9599, device='cuda:0')","tensor(0.1277, device='cuda:0')",2.3341150283813477
51,18.50454792795302,"tensor(18.5045, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.4143, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1321, device='cuda:0', grad_fn=<MeanBackward0>)",22.880449533462524,20.112722635269165,"tensor(20.1127, device='cuda:0')","tensor(32.7643, device='cuda:0')","tensor(0.1279, device='cuda:0')",2.8444180488586426
52,18.42273779760433,"tensor(18.4227, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.3051, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1311, device='cuda:0', grad_fn=<MeanBackward0>)",22.389439344406128,20.196507554787857,"tensor(20.1965, device='cuda:0')","tensor(32.8423, device='cuda:0')","tensor(0.1307, device='cuda:0')",2.8923635482788086
53,18.412339355372175,"tensor(18.4123, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.2597, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1313, device='cuda:0', grad_fn=<MeanBackward0>)",22.53578519821167,20.030366429915794,"tensor(20.0304, device='cuda:0')","tensor(32.6271, device='cuda:0')","tensor(0.1313, device='cuda:0')",2.6554996967315674
54,18.34865334667737,"tensor(18.3486, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.1592, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1311, device='cuda:0', grad_fn=<MeanBackward0>)",22.410470247268677,20.138062880589413,"tensor(20.1381, device='cuda:0')","tensor(32.7471, device='cuda:0')","tensor(0.1268, device='cuda:0')",2.575974225997925
55,18.338337970685355,"tensor(18.3383, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(30.1140, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1310, device='cuda:0', grad_fn=<MeanBackward0>)",22.292943716049194,20.004802832236656,"tensor(20.0048, device='cuda:0')","tensor(32.5841, device='cuda:0')","tensor(0.1271, device='cuda:0')",2.6414990425109863
56,18.22893174086945,"tensor(18.2289, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.9879, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1302, device='cuda:0', grad_fn=<MeanBackward0>)",23.05297303199768,19.985991111168495,"tensor(19.9860, device='cuda:0')","tensor(32.5209, device='cuda:0')","tensor(0.1283, device='cuda:0')",2.536302328109741
57,18.192424116255363,"tensor(18.1924, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.9268, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1300, device='cuda:0', grad_fn=<MeanBackward0>)",22.80918526649475,20.029796545322125,"tensor(20.0298, device='cuda:0')","tensor(32.5532, device='cuda:0')","tensor(0.1264, device='cuda:0')",2.424283742904663
58,18.1323465697373,"tensor(18.1323, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.8347, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1296, device='cuda:0', grad_fn=<MeanBackward0>)",23.035813093185425,19.924406592662518,"tensor(19.9244, device='cuda:0')","tensor(32.3783, device='cuda:0')","tensor(0.1295, device='cuda:0')",2.8257393836975098
59,18.112723266022115,"tensor(18.1127, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.7906, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1296, device='cuda:0', grad_fn=<MeanBackward0>)",22.533121347427368,19.871388517893276,"tensor(19.8714, device='cuda:0')","tensor(32.3888, device='cuda:0')","tensor(0.1272, device='cuda:0')",2.633641004562378
60,18.049076225184187,"tensor(18.0491, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.7097, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1293, device='cuda:0', grad_fn=<MeanBackward0>)",22.823204040527344,19.959141144385704,"tensor(19.9591, device='cuda:0')","tensor(32.4488, device='cuda:0')","tensor(0.1264, device='cuda:0')",2.450493335723877
61,18.052561826343776,"tensor(18.0526, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(29.6976, device='cuda:0', grad_fn=<SqrtBackward0>)","tensor(0.1294, device='cuda:0', grad_fn=<MeanBackward0>)",22.416932106018066,19.80660905287816,"tensor(19.8066, device='cuda:0')","tensor(32.2917, device='cuda:0')","tensor(0.1268, device='cuda:0')",2.6258044242858887
